k [h/Mpc],T [k]
6.727e-05,0.9999422470402628
6.781459595861973e-05,0.999942229256463
6.83636007883283e-05,0.9999422111845512
6.89170501819066e-05,0.9999421928199426
6.947498012109287e-05,0.9999421741580501
7.003742687892153e-05,0.9999421551942906
7.060442702208172e-05,0.9999421359240884
7.117601741329457e-05,0.9999421163464411
7.175223521370966e-05,0.9999420964586638
7.233311788532136e-05,0.999942076254767
7.291870319340389e-05,0.9999420557287638
7.350902920896685e-05,0.9999420348746674
7.410413431123032e-05,0.9999420136864885
7.470405719012003e-05,0.9999419921582398
7.53088368487826e-05,0.9999419702839331
7.591851260612171e-05,0.9999419480575802
7.653312409935368e-05,0.9999419254731929
7.7152711286585e-05,0.9999419025247853
7.77773144494099e-05,0.999941879206371
7.840697419552912e-05,0.9999418555119567
7.904173146139038e-05,0.9999418314355585
7.968162751484929e-05,0.9999418069711871
8.032670395785256e-05,0.9999417821128559
8.097700272914274e-05,0.9999417568545778
8.163256610698465e-05,0.9999417311903618
8.229343671191437e-05,0.9999417051142206
8.29596575095097e-05,0.9999416786201697
8.36312718131838e-05,0.9999416517022183
8.43083232870011e-05,0.9999416243543787
8.499085594851592e-05,0.9999415965706655
8.56789141716346e-05,0.9999415683450884
8.637254268949993e-05,0.9999415396716604
8.707178659739962e-05,0.9999415105443932
8.777669135569818e-05,0.9999414809572987
8.848730279279235e-05,0.9999414509043917
8.920366710809055e-05,0.9999414203809445
8.992583087501677e-05,0.9999413893871334
9.065384104403799e-05,0.9999413579145707
9.138774494571689e-05,0.9999413259534418
9.212759029378897e-05,0.9999412934939266
9.287342518826447e-05,0.9999412605262155
9.362529811855584e-05,0.9999412270404848
9.438325796662978e-05,0.99994119302692
9.514735401018547e-05,0.9999411584757081
9.591763592585826e-05,0.9999411233770243
9.669415379244924e-05,0.9999410877210619
9.747695809418142e-05,0.9999410514979997
9.82660997239813e-05,0.9999410146980192
9.906162998678796e-05,0.9999409773113066
9.986360060288859e-05,0.9999409393280447
0.00010067206371128077,0.9999409007384166
0.00010148707187306273,0.9999408615326087
0.00010230867807484989,0.9999408217008
0.00010313693573222004,0.9999407812331764
0.00010397189869318618,0.9999407401199217
0.00010481362124169698,0.9999406983512176
0.00010566215810116671,0.9999406559172497
0.00010651756443803212,0.9999406128082005
0.00010737989586533953,0.9999405690142529
0.00010824920844636038,0.9999405245255913
0.00010912555869823601,0.9999404793323997
0.00011000900359565198,0.9999404334248594
0.00011089960057454268,0.9999403867931573
0.00011179740753582468,0.999940339427473
0.00011270248284916158,0.9999402913246238
0.00011361488535675879,0.9999402424804004
0.00011453467437718881,0.9999401928807663
0.00011546190970924836,0.9999401425116577
0.00011639665163584527,0.9999400913590113
0.00011733896092791828,0.9999400394087616
0.00011828889884838779,0.9999399866468466
0.0001192465271561388,0.9999399330591999
0.000120211908110036,0.9999398786317619
0.00012118510447297183,0.9999398233504624
0.0001221661795159463,0.9999397672012404
0.00012315519702218083,0.9999397101700329
0.00012415222129126508,0.9999396522427745
0.000125157317143337,0.9999395934054031
0.00012617054992329762,0.9999395336438518
0.00012719198550505855,0.9999394729440578
0.00012822169029582525,0.9999394112919581
0.0001292597312404142,0.9999393486734888
0.00013030617582560514,0.9999392850745825
0.00013136109208452913,0.9999392204811802
0.00013242454860109092,0.9999391548792164
0.00013349661451442818,0.9999390882546242
0.00013457735952340655,0.9999390205933413
0.00013566685389115077,0.9999389518813068
0.00013676516844961332,0.9999388821044533
0.0001378723746041786,0.9999388112487176
0.0001389885443383059,0.9999387393000357
0.00014011375021820899,0.9999386662443438
0.000141248065397574,0.9999385920692943
0.00014239156362231572,0.999938516775835
0.00014354431923537146,0.9999384403483947
0.00014470640718153475,0.9999383627666377
0.00014587790301232777,0.9999382840102234
0.00014705888289091295,0.9999382040588166
0.00014824942359704534,0.9999381228920785
0.0001494496025320633,0.9999380404896735
0.00015065949772392128,0.9999379568312602
0.0001518791878322627,0.9999378718965019
0.0001531087521535337,0.9999377856650697
0.00015434827062613834,0.9999376981166135
0.0001555978238356365,0.9999376092308095
0.0001568574930199819,0.9999375189873083
0.00015812736007480435,0.999937427365777
0.00015940750755873397,0.9999373343458817
0.0001606980186987685,0.9999372399072776
0.00016199897739568463,0.9999371440296362
0.00016331046822949197,0.9999370466926127
0.00016463257646493244,0.9999369478758748
0.00016596538805702338,0.9999368475590796
0.00016730898965664596,0.9999367457218986
0.00016866346861617846,0.9999366423439868
0.00017002891299517587,0.9999365374050123
0.0001714054115660943,0.9999364308846341
0.00017279305382006258,0.9999363227625162
0.00017419192997270076,0.9999362130183231
0.00017560213096998474,0.999936101631714
0.00017702374849416,0.9999359885823563
0.00017845687496970087,0.999935873860846
0.00017990160356932047,0.9999357574636588
0.0001813580282200275,0.9999356393643317
0.00018282624360923305,0.9999355195358944
0.00018430634519090716,0.9999353979513778
0.00018579842919178336,0.9999352745838078
0.0001873025926176157,0.9999351494062217
0.00018881893325948512,0.9999350223916486
0.00019034754970015692,0.9999348935131214
0.00019188854132049104,0.9999347627436659
0.00019344200830590172,0.9999346300563173
0.00019500805165287183,0.9999344954241058
0.00019658677317551884,0.9999343588200585
0.0001981782755122138,0.999934220217213
0.00019978266213225516,0.9999340795885957
0.00020140003734259437,0.9999339369072392
0.00020303050629461817,0.9999337921461755
0.00020467417499098458,0.9999336452784333
0.00020633115029251433,0.9999334962770451
0.00020800153992513902,0.9999333451150431
0.0002096854524869038,0.9999331917654565
0.00021138299745502803,0.999933036201317
0.00021309428519302324,0.9999328783956574
0.0002148194269578674,0.9999327183215098
0.00021655853490723975,0.9999325559519021
0.00021831172210680984,0.999932391259868
0.00022007910253759157,0.9999322242184381
0.00022186079110335087,0.9999320548006438
0.00022365690363807756,0.9999318829811407
0.0002254675569135154,0.9999317087629448
0.00022729286864675387,0.9999315321278788
0.0002291329575078823,0.9999313530457219
0.0002309879431277036,0.9999311714862416
0.00023285794610551297,0.9999309874192103
0.00023474308801693788,0.999930800814402
0.0002366434914218424,0.9999306116415929
0.0002385592798722958,0.9999304198705474
0.00024049057792060395,0.9999302254710463
0.00024243751112740765,0.9999300284128554
0.0002444002060698458,0.9999298286657532
0.00024637879034978416,0.9999296261995103
0.0002483733926021123,0.9999294209838995
0.0002503841425031051,0.9999292129886925
0.00025241117077885446,0.9999290021836617
0.00025445460921376807,0.999928788538582
0.000256514590659137,0.9999285720232299
0.0002585912490417736,0.9999283526073701
0.0002606847193727172,0.999928130260784
0.000262795137756013,0.9999279049532382
0.00026492264139755964,0.9999276766545092
0.00026706736861402993,0.9999274453343688
0.0002692294588418642,0.9999272109625936
0.00027140905264633365,0.9999269735089557
0.00027360629173068043,0.9999267329432243
0.0002758213189453297,0.9999264892351776
0.00027805427829717715,0.9999262423545895
0.00028030531495895167,0.9999259922712315
0.0002825745752786525,0.9999257389690046
0.00028486220678906497,0.999925482459197
0.00028716835821735137,0.9999252227187915
0.0002894931794947204,0.9999249597225488
0.0002918368217661758,0.9999246934452364
0.00029419943740034097,0.999924423861624
0.00029658117999936613,0.9999241509464742
0.00029898220440891464,0.9999238746745603
0.0003014026667282293,0.9999235950206452
0.00030384272432028265,0.9999233119594982
0.00030630253582200433,0.9999230254658845
0.000308782261154599,0.9999227355145772
0.0003112820615339398,0.999922442080341
0.0003138020994810515,0.9999221451379426
0.0003163425388326759,0.9999218446621505
0.00031890354475192314,0.9999215406277313
0.00032148528373901106,0.999921233009457
0.00032408792364208803,0.9999209217820926
0.00032671163366814637,0.999920606920407
0.0003293565843940231,0.9999202883991687
0.0003320229477774892,0.9999199661931415
0.00033471089716843064,0.9999196402771048
0.0003374206073201166,0.999919310625815
0.0003401522544005619,0.9999189772140464
0.00034290601600398007,0.9999186400165665
0.0003456820711623291,0.9999182990081446
0.0003484806003569524,0.9999179541635479
0.00035130178553031017,0.9999176054575459
0.00035414581009780984,0.9999172528656614
0.00035701285895973014,0.9999168964102678
0.00035990311851324177,0.9999165361232308
0.0003628167766645269,0.9999161720194109
0.00036575402284099405,0.9999158041136542
0.00036871504800359425,0.9999154324208208
0.0003717000446592363,0.9999150569557593
0.0003747092068733016,0.9999146777333245
0.00037774273028226264,0.9999142947683787
0.0003808008121063998,0.9999139080757624
0.00038388365116262486,0.9999135176703418
0.00038699144787740644,0.9999131235669616
0.0003901244042997999,0.99991272578048
0.0003932827241145852,0.9999123243257455
0.00039646661265550635,0.9999119192176225
0.00039967627691862287,0.9999115104709532
0.00040291192557576674,0.9999110981006002
0.0004061737689881085,0.9999106821214133
0.00040946201921983544,0.9999102625482534
0.00041277689005193597,0.9999098393959618
0.0004161185969960999,0.9999094126794001
0.00041948735730872955,0.9999089824134245
0.00042288339000506333,0.9999085486128828
0.0004263069158734178,0.9999081112926373
0.00042975815748953614,0.9999076704675349
0.0004332373392310653,0.9999072261524308
0.0004367446872921387,0.9999067783621804
0.000440280429698084,0.9999063271116392
0.0004438447963202475,0.9999058724156602
0.00044743801889093844,0.9999054143033751
0.0004510603310184965,0.9999049528659029
0.00045471196820247675,0.9999044881642444
0.00045839316784896257,0.9999040202541261
0.00046210416928599903,0.9999035491912595
0.00046584521377915285,0.9999030750313683
0.0004696165445471992,0.9999025978301717
0.0004734184067779316,0.9999021176433911
0.00047725104764410463,0.999901634526745
0.0004811147163195025,0.9999011485359485
0.0004850096639951388,0.9999006597267267
0.0004889361438955888,0.9999001681547939
0.00049289441129545,0.999899673875874
0.0004968847235359399,0.9998991769456852
0.0005009073400416268,0.9998986774199441
0.000504962522337295,0.999898175354368
0.0005090505340649494,0.9998976708046782
0.0005131716410009535,0.9998971638265962
0.0005173261110733094,0.9998966544758342
0.0005215142143790771,0.9998961428081142
0.0005257362232019337,0.9998956288791543
0.0005299924120298774,0.9998951127446752
0.0005342830575730705,0.9998945944603879
0.0005386084387818306,0.9998940740820176
0.0005429688368647662,0.9998935516652792
0.0005473645353070581,0.9998930272658885
0.0005517958198888925,0.9998925009395687
0.0005562629787040367,0.999891972742033
0.0005607663021785721,0.999891442729078
0.0005653060830897745,0.9998909110409815
0.0005698826165851486,0.9998903779489321
0.0005744962002016182,0.9998898437158893
0.0005791471338848677,0.9998893086048117
0.0005838357200088443,0.9998887728786613
0.0005885622633954159,0.9998882368003885
0.0005933270713341878,0.9998877006329489
0.0005981304536024846,0.9998871646393094
0.0006029727224854825,0.9998866290824172
0.0006078541927965206,0.9998860942252332
0.0006127751818975619,0.9998855603307014
0.0006177360097198287,0.9998850276617904
0.000622736998784602,0.9998844964814433
0.0006277784742241894,0.9998839670526186
0.0006328607638030649,0.9998834396382689
0.0006379841979391754,0.999882914501341
0.0006431491097254239,0.9998823919047901
0.0006483558349513246,0.9998818721115653
0.000653604712124834,0.9998813553846189
0.0006588960824943599,0.999880841986903
0.000664230290070944,0.9998803321813593
0.0006696076816506296,0.9998798262309407
0.0006750286068370079,0.9998793243985996
0.0006804934180639457,0.9998788269472781
0.0006860024706185013,0.9998783341399259
0.0006915561226640192,0.9998778462394862
0.000697154735263418,0.9998773635089131
0.0007027986724026641,0.9998768862111472
0.0007084883010144339,0.9998764146238783
0.0007142239910019741,0.9998759489660158
0.0007200061152631445,0.9998754891582683
0.0007258350497146654,0.9998750350881219
0.0007317111733165558,0.999874586643058
0.0007376348680967707,0.9998741437105778
0.0007436065191760415,0.9998737061781645
0.0007496265147929066,0.9998732739333057
0.0007556952463289616,0.999872846863498
0.0007618131083342969,0.9998724248562236
0.0007679804985531515,0.9998720077989837
0.0007741978179497751,0.9998715955792611
0.0007804654707344877,0.99987118808455
0.0007867838643899694,0.9998707852023448
0.000793153409697744,0.999870386820131
0.0007995745207648884,0.9998699928254036
0.0008060476150509585,0.9998696031056575
0.0008125731133951205,0.9998692175483777
0.0008191514400435232,0.999868836041064
0.0008257830226768699,0.9998684584712081
0.0008324682924382281,0.9998680847263014
0.0008392076839610614,0.9998677146938388
0.0008460016353974783,0.9998673482613112
0.0008528505884467299,0.9998669853162133
0.0008597549883839167,0.999866625746042
0.0008667152840889411,0.9998662694382874
0.0008737319280756938,0.9998659162804476
0.0008808053765214645,0.9998655661600138
0.0008879360892966113,0.999865218964481
0.0008951245299944491,0.9998648746569995
0.000902371165961393,0.9998645333948548
0.0009096764683273454,0.9998641953405148
0.0009170409120363166,0.9998638606562185
0.0009244649758773146,0.9998635295042144
0.0009319491425154637,0.9998632020467472
0.0009394938985233868,0.9998628784460548
0.0009470997344128443,0.999862558864388
0.0009547671446666127,0.9998622434639866
0.0009624966277706463,0.9998619324070943
